Client Names,Client Numbers
"Fit Heart MD, Valley Presbyterian Hosp OP",8187822222
"Fit Heart MD, Valley Presbyterian Hosp ER",8187822222
"Fit Heart MD, Casitas Care Center",
"Fit Heart MD, Alameda Care Center",8188431771
"Fit Heart MD, Panorama Gardens",
"Fit Heart MD, Berkley Convalescent Hospital",8187860020
"Fit Heart MD, Astoria Nursing and Rehab Ctr",
"Fit Heart MD, Magnolia Gdns Conv Hosp",
"Fit Heart MD, Rinaldi Convalescent Hospital",
"Fit Heart MD, Country Manor Healthcare",8188990251
"Fit Heart MD, Lifehouse Maclay Health Center",8183614455
"Fit Heart MD, Mountain View Convalescent",8183671033
"Fit Heart MD, Northridge Care Center",8188817414
"Fit Heart MD, San Fernando Post Acute Hosp",8188999545
"Fit Heart MD, Pineridge Care Center",
"Fit Heart MD, Le Bleu Chateau",8188433141
"Fit Heart MD, Le Bleu Chateau Gold",8188433141
"Fit Heart MD, Leisure Village",8183868599
"Fit Heart MD, Sunrise 1",
"Fit Heart MD, Sunrise 2",
"Fit Heart MD, St Rita's Haven",8188942000
"Fit Heart MD, St Rita's Haven 2",8188947006
"Fit Heart MD, Windsor Terrace HC Center",8187873400
"Fit Heart MD, LifeHOUSE Maclay HC Center",8183614455
"Fit Heart MD, Ramesh Arora Med Corp",
"Fit Heart MD, Topline Home",
"Fit Heart MD, Eunice Home",8666539337
"Fit Heart MD, Grand Valley Healthcare Center",8187863470
"Fit Heart MD, VALLEY VISTA NURSING Home",8187636275
"Fit Heart MD, COUNTRY VILLA SHERATON NURSING",8188928665
"Fit Heart MD, Beverly Hills office",
Foot & Ankle Management Group,2392630200.0
"Foot & Ankle Management Group, Goodlette Road Office",2392630200
"Foot & Ankle Management Group, North Office",2395910381
"Foot & Ankle Management Group, Marco Island Office",2393948600
"Foot & Ankle Management Group, NCH",2394635000
"Foot & Ankle Management Group, PRMC PINE RIDGE",2393484000
"Foot & Ankle Management Group, PRMC COLLIER BLVD",2393546000
"Foot & Ankle Management Group, PDS",2395962557
"Foot & Ankle Management Group, LANDMARK",2395291852
"Golden Gate Obstetrics and Gynecology, Inc.",4156661250.0
"Golden Gate Obstetrics and Gynecology, Inc., Golden Gate OBGYN",4156661250
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - CAL WEST",4156006000
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - ER CAL",4156006000
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - INPT CAL",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - INPT PAC",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - OUTPT CAL",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - OUTPT PAC",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - OUTPT DAVIES",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - INPT DAVIES",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - ER PAC",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - ER DAVIES",
"Golden Gate Obstetrics and Gynecology, Inc., MAKE CHECKS PAYABLE/REMIT TO:",
"Golden Gate Obstetrics and Gynecology, Inc., FOR PAYMENTS:",
"Golden Gate Obstetrics and Gynecology, Inc., Patient Statement",4154767470
"Golden Gate Obstetrics and Gynecology, Inc., UCSF Medical Center",
"Golden Gate Obstetrics and Gynecology, Inc., UCSF Mt Zion Medical Center",
"Golden Gate Obstetrics and Gynecology, Inc., UCSF Parnassus",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - ER VNC",4166006000
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - OUTPT VNC",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - INPT VNC",
"Golden Gate Obstetrics and Gynecology, Inc., SFMH - OUTPT",
"Golden Gate Obstetrics and Gynecology, Inc., SFMH - INPT",
"Golden Gate Obstetrics and Gynecology, Inc., CPMC - MISSION BERNAL OUTPT",
JASON S PAEK MD INC DBA GOLDEN SPRINGS MEDICAL CLINIC,6269864899.0
"JASON S PAEK MD INC DBA GOLDEN SPRINGS MEDICAL CLINIC, GOLDEN SPRINGS MEDICAL CLINIC",6269864899
"ALAA M. LATIF, M.D., INC.",9096200200.0
"ALAA M. LATIF, M.D., INC., EMANTE HEALTH QUEEN OF THE VALLEY",
"ALAA M. LATIF, M.D., INC., POMONA VALLEY HOSPITAL MEDI CENTER",
"ALAA M. LATIF, M.D., INC., FOOTHILL PRESBYTERIAN HOSPITAL",
"ALAA M. LATIF, M.D., INC., SAN DIMAS COMMUNITY HOSPITAL",
"ALAA M. LATIF, M.D., INC., Emanate Health Inter Community Hos",
"ALAA M. LATIF, M.D., INC., KINDRED SAN GABRIEL VALLEY",
"ALAA M. LATIF, M.D., INC., SAN ANTONIO REGIONAL HOSPITAL",9099852811
"ALAA M. LATIF, M.D., INC., Emanate Health Inter- Community Hos",
"ALAA M. LATIF, M.D., INC., EMANTE HEALTH QUEEN OF THE VALLEY",
"ALAA M. LATIF, M.D., INC., POMONA VALLEY HOSPITAL MEDI CENTER",
"ALAA M. LATIF, M.D., INC., FOOTHILL PRESBYTERIAN HOSPITAL",
"ALAA M. LATIF, M.D., INC., SAN DIMAS COMMUNITY HOSPITAL",
"ALAA M. LATIF, M.D., INC., Emanate Health Inter Community Hos",
"ALAA M. LATIF, M.D., INC., KINDRED SAN GABRIEL VALLEY",
"ALAA M. LATIF, M.D., INC., SAN ANTONIO REGIONAL HOSPITAL",9099852811
"ALAA M. LATIF, M.D., INC., Emanate Health Inter- Community Hos",
"Lynda Tirao, M.D., P.C.",7027339300.0
"Lynda Tirao, M.D., P.C., The Heart Clinic",7027339300
"Lynda Tirao, M.D., P.C., Pam Specialty Hospital",7025622021
"Lynda Tirao, M.D., P.C., Healthsouth Valley View",7028778898
"Lynda Tirao, M.D., P.C., Horizon Specialty Hospital",7023823155
"Lynda Tirao, M.D., P.C., Kindred Hospital Sahara",7028711418
"Lynda Tirao, M.D., P.C., Healthsouth Desert Canyon",7022527342
"Lynda Tirao, M.D., P.C., Mountainview Hospital",7022555000
"Lynda Tirao, M.D., P.C., Summerlin Hospital",7022337000
"Lynda Tirao, M.D., P.C., Sunrise Hospital",7027318000
"Lynda Tirao, M.D., P.C., University Medical Center",7023832000
"Lynda Tirao, M.D., P.C., Valley Hospital",7023884000
"Lynda Tirao, M.D., P.C., Kindred Hospital Flamingo",
"Lynda Tirao, M.D., P.C., Healthsouth Henderson",7029399400
"Lynda Tirao, M.D., P.C., Harmon Hospital",7027940100
"Lynda Tirao, M.D., P.C., Las Vegas Post Acute Rehabilitation",7027355848
"Lynda Tirao, M.D., P.C., Pam Rehabilitation Hospital of Cent",
"Lynda Tirao, M.D., P.C., Pacifica Senior Living",
"Lynda Tirao, M.D., P.C., Torrey Pines RehabHospital LLC",
"Lynda Tirao, M.D., P.C., The Heart Clinic",7027339300
"Lynda Tirao, M.D., P.C., Pam Specialty Hospital",7025622021
"Lynda Tirao, M.D., P.C., Healthsouth Valley View",7028778898
"Lynda Tirao, M.D., P.C., Horizon Specialty Hospital",7023823155
"Lynda Tirao, M.D., P.C., Kindred Hospital Sahara",7028711418
"Lynda Tirao, M.D., P.C., Healthsouth Desert Canyon",7022527342
"Lynda Tirao, M.D., P.C., Mountainview Hospital",7022555000
"Lynda Tirao, M.D., P.C., Summerlin Hospital",7022337000
"Lynda Tirao, M.D., P.C., Sunrise Hospital",7027318000
"Lynda Tirao, M.D., P.C., University Medical Center",7023832000
"Lynda Tirao, M.D., P.C., Valley Hospital",7023884000
"Lynda Tirao, M.D., P.C., Kindred Hospital Flamingo",
"Lynda Tirao, M.D., P.C., Healthsouth Henderson",7029399400
"Lynda Tirao, M.D., P.C., Harmon Hospital",7027940100
"Lynda Tirao, M.D., P.C., Las Vegas Post Acute Rehabilitation",7027355848
"Lynda Tirao, M.D., P.C., Pam Rehabilitation Hospital of Cent",
"Lynda Tirao, M.D., P.C., Pacifica Senior Living",
"Lynda Tirao, M.D., P.C., Torrey Pines RehabHospital LLC",
HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY,7148351800.0
"HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY, HEMATOLOGY ONCOLOGY MED GROUP",7148351800
"HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY, PROVIDENCE ST JOSEPH HOSPITAL ORANG",7148351800
"HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY, HEMATOLOGY ONCOLOGY MED GROUP",7148351800
"HEMATOLOGY ONCOLOGY MEDICAL GROUP OF ORANGE COUNTY, PROVIDENCE ST JOSEPH HOSPITAL ORANG",7148351800
House Medicine ,3104000645.0
"House Medicine , El Segundo",3104000645
"House Medicine , St. Francis Medical Center",3109008900
"House Medicine , St Vincent Medical Center",2134847111
"House Medicine , Pasadena",
"House Medicine , Surgery Schedule",
"House Medicine , Culver City",
"House Medicine , Riverside Community Hospital",9517883636
"House Medicine , Garfield Medical Center",
"House Medicine , Long Beach Memorial Medical Center",
"House Medicine , Little Company of Mary",
"House Medicine , Torrance 209",
"House Medicine , Infusion Center",
"House Medicine , Torrance Memorial Medical Center",
"House Medicine , Alhambra Medical Center",
"House Medicine , Parkview Community Hospital",
"House Medicine , Brockton 385",3104000645
"House Medicine , De Anza Surgery Center",
Healthfirst Rehab & Wellness,4043664124.0
"Correctional Health Management, LLC",8008421598.0
"Correctional Health Management, LLC, Correctional Health Management CA",8885065609
"Correctional Health Management, LLC, Correctional Health Treatment Cntr",8885065609
"Correctional Health Management, LLC, Correctional Health Management Jail",8006105417
"Correctional Health Management, LLC, Correctional Health Management CA",6262235071
"Correctional Health Management, LLC, Correctional Health Treatment Inc",
Home Medix,8004031010.0
"LaserVue Eye Center, A Medical Corporation",7075226200.0
"LaserVue Eye Center, A Medical Corporation, LV - Santa Rosa",7075226200
"LaserVue Eye Center, A Medical Corporation, LV - Walnut Creek",9259472020
"LaserVue Eye Center, A Medical Corporation, LV - San Francisco",4153465500
"LaserVue Eye Center, A Medical Corporation, LV - Mountain View",6509660900
"LaserVue Eye Center, A Medical Corporation, LV - Santa Rosa",7075226200
"LaserVue Eye Center, A Medical Corporation, LV - Walnut Creek",9259472020
"LaserVue Eye Center, A Medical Corporation, LV - San Francisco",4153465500
"LaserVue Eye Center, A Medical Corporation, LV - Mountain View",6509660900
JB Arthritis and Rheumatology Center,5624594000.0
"JB Arthritis and Rheumatology Center, Downey",5624594000
"Jennifer M Kern, DPM,PA",8039260039.0
"Jennifer M Kern, DPM,PA, Jennifer M. Kern,DPM",8039260039
"Jennifer M Kern, DPM,PA, Lexington Medical Center",8037912000
Jersey Premier Pain,2013868800.0
"Jersey Premier Pain, Jersey City",2013868800
Jaspreet Somal MD APC,8886767567.0
"Jaspreet Somal MD APC, LOS ROBLES REGIONAL MEDICAL CENTER",8054972727
"Jaspreet Somal MD APC, LOS ROBLES REGIONAL MEDICAL CENTER",8054972727
"Soo Woong Kang, MD, Inc.",7147526778.0
"Soo Woong Kang, MD, Inc., Norwalk Office",5628686256
"Soo Woong Kang, MD, Inc., Buena Park Office",7147526778
Kim Kare Geriatrics PLLC,5099801591.0
"Kim Kare Geriatrics PLLC, Home office",5099801591
"Kim Kare Geriatrics PLLC, Rosetta W 11th Place",5095823832
"Kim Kare Geriatrics PLLC, Rosetta Fischer",5097343311
"Kim Kare Geriatrics PLLC, Rosetta Hoxie Avenue",5099435411
"Kim Kare Geriatrics PLLC, Feildstone Grandridge",5094913946
"Kim Kare Geriatrics PLLC, Feildstone Memory Care",5094913945
"Kim Kare Geriatrics PLLC, Callaway Gardens Alzheimer'sSpecial",5095919995
"Kim Kare Geriatrics PLLC, Royal Columbian Retirement Inn",5093965096
"Kim Kare Geriatrics PLLC, Brookdale Meadow Springs",5096273032
"Kim Kare Geriatrics PLLC, Brookdale Richland",5099464600
"Kim Kare Geriatrics PLLC, Brookdale Torbett",5099435353
"Kim Kare Geriatrics PLLC, Tranquility Life Care",5096277745
"Kim Kare Geriatrics PLLC, Tri-Cities Retirement Inn",5094925158
"Kim Kare Geriatrics PLLC, Peace of Mind Adult Family Home",5094204146
"Kim Kare Geriatrics PLLC, Parkview Estates",5097349773
"Kim Kare Geriatrics PLLC, Guardian Angel Homes",5099432100
"Kim Kare Geriatrics PLLC, Rosetta Pasco",5094121777
"Kim Kare Geriatrics PLLC, The Orchards at Grandview",5092036182
"Kim Kare Geriatrics PLLC, Hawthorn Court",
"Kim Kare Geriatrics PLLC, Brookdale Canyon Lakes",
"Kim Kare Geriatrics PLLC, Life Care Center Richland",
"Kim Kare Geriatrics PLLC, Fleur De Lis",
"Kim Kare Geriatrics PLLC, Ruan Gardens",
"Kim Kare Geriatrics PLLC, Three Rivers Place",
"Kim Kare Geriatrics PLLC, Joylance",
"Kim Kare Geriatrics PLLC, Office Energy Workers",
Urgent Care NW - Astoria ,5033250333.0
"Urgent Care NW - Astoria , Urgent Care NW - Astoria",5033250333
"Urgent Care NW - Astoria , Pay to Address",
"Urgent Care NW - Astoria , UrgentCare NW - Astoria.",5033250333
Kleiman Healthcare Services,5034270588.0
"Los Alamitos Hematology/Oncology Medical Group, Inc.",5625989745.0
"Los Alamitos Hematology/Oncology Medical Group, Inc., Office",5625989745
"Los Alamitos Hematology/Oncology Medical Group, Inc., Long Beach Memorial Medical Center",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Los Alamitos Medical Center",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Alamitos West Skilled Nursing Facil",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Orange Coast Memorial",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Orange Coast Memorial Medical Cente",7143787000
"Los Alamitos Hematology/Oncology Medical Group, Inc., Office",5625989745
"Los Alamitos Hematology/Oncology Medical Group, Inc., Long Beach Memorial Medical Center",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Los Alamitos Medical Center",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Alamitos West Skilled Nursing Facil",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Orange Coast Memorial",
"Los Alamitos Hematology/Oncology Medical Group, Inc., Orange Coast Memorial Medical Cente",7143787000
Lakes Dermatology,7028696667.0
"Lakes Dermatology, The Spa at Lakes Dermatology",
"Lakes Dermatology, Retail Purchases",
LAS VEGAS CANCER CENTER,7024717779.0
"LAS VEGAS CANCER CENTER, HENDERSON",7024717779
"LAS VEGAS CANCER CENTER, SOUTHERN HILLS",7024717779
"LAS VEGAS CANCER CENTER, KINDRED FLAMINGO",
"LAS VEGAS CANCER CENTER, KINDRED SAHARA",
"LAS VEGAS CANCER CENTER, ST ROSE SIENA",
"LAS VEGAS CANCER CENTER, SUNRISE HOSPITAL",7027318000
"LAS VEGAS CANCER CENTER, KINDRED TRAN CARE UNIT",
"LAS VEGAS CANCER CENTER, VALLEY HOSPITAL MEDICAL CENTER",
Life Medical Practitioners,8188236717.0
"Life Medical Practitioners, LOS ROBLES REGIONAL MEDICAL CENTER",8054972727
"Life Medical Practitioners, USC ARCADIA HOSPITAL",
"Life Medical Practitioners, HUNTINGTON HOSPITAL",
"Life Medical Practitioners, LOS ROBLES REGIONAL MEDICAL CENTER",8054972727
Livewell Pain Management,2014581080.0
"Livewell Pain Management, Elmwood Park",2014581080
"Livewell Pain Management, Paramus",2014581080
"Livewell Pain Management, Englewood Office",2014581080
"Livewell Pain Management, Teaneck Surgical Center",2019282160
"Livewell Pain Management, Union Surgical Center",9086882700
"Livewell Pain Management, Holy Name Hospital ",2018333000
"Livewell Pain Management, Englewood Hospital",2018943000
Los Angeles Perinatal Associates,8883328229.0
"Los Angeles Perinatal Associates, Santa Clarita",8883328229
"Los Angeles Perinatal Associates, Valley Presbyterian",8189025784
"Los Angeles Perinatal Associates, St. Mary Medical Center",5624919809
"Los Angeles Perinatal Associates, Valley Presbyterian Hospital",8187826600
"Los Angeles Perinatal Associates, St Mary Hospital",
"Los Angeles Perinatal Associates, Henry Mayo Newhall Memorial Hospita",
"Los Angeles Perinatal Associates, Santa Clarita",8883328229
"Los Angeles Perinatal Associates, Valley Presbyterian",8189025784
"Los Angeles Perinatal Associates, St. Mary Medical Center",5624919809
"Los Angeles Perinatal Associates, Valley Presbyterian Hospital",8187826600
"Los Angeles Perinatal Associates, St Mary Hospital",
"Los Angeles Perinatal Associates, Henry Mayo Newhall Memorial Hospita",
"Living Well Medical, LLC",5418131505.0
"Living Well Medical, LLC, Monarch Gardens",
"Living Well Medical, LLC, Azalea Gardens",
"Living Well Medical, LLC, Shorepines",
"Living Well Medical, LLC, Sea View Assisted Living",
"Living Well Medical, LLC, Living Well Medical Home",
"Living Well Medical, LLC, Monarch Gardens",
"Living Well Medical, LLC, Azalea Gardens",
"Living Well Medical, LLC, Shorepines",
"Living Well Medical, LLC, Sea View Assisted Living",
"Living Well Medical, LLC, Living Well Medical Home",
MARIN FOOT AND ANKLE,4153882777.0
"MARIN FOOT AND ANKLE, MARIN GENERAL HOSPITAL - IP",
"MARIN FOOT AND ANKLE, MARIN GENERAL HOSPITAL - OP",
"MARIN FOOT AND ANKLE, MarinSpecialtySurgeryCenter",
Mecklenburg County Public Health,7043364700.0
"Mecklenburg County Public Health, CRC - Ella B Scarborough",7043366500
"Mecklenburg County Public Health, Northwest Health Department",7043366500
"Mecklenburg County Public Health, CRC - Valerie C Woodard Center",7043364700
"Mecklenburg County Public Health, Southeast Health Department",7043366500
"Mecklenburg County Public Health, LAB-EBS Lab Only Visit",
"Mecklenburg County Public Health, LAB-EBS ST Program",
"Mecklenburg County Public Health, LAB-NW Community Based Testing",
"Mecklenburg County Public Health, LAB-NW FP Program",
"Mecklenburg County Public Health, LAB-EBS Fast Track",
"Mecklenburg County Public Health, LAB-EBS FP Program",
"Mecklenburg County Public Health, LAB-NW Fast Track",
"Mecklenburg County Public Health, Lab-NW Lab Only Visit",
"Mecklenburg County Public Health, LAB-NW PreP Clinic",
"Mecklenburg County Public Health, LAB-NW Refugee Program",
"Mecklenburg County Public Health, LAB-NW ST Program",
"Mecklenburg County Public Health, LAB-NW TB Program",
"Mecklenburg County Public Health, LAB-SE Communicable Diseases",
"Mecklenburg County Public Health, LAB-SE FP Program",
"Mecklenburg County Public Health, LAB-SE Fast Track",
"Mecklenburg County Public Health, LAB-SE Lab Only Visit",
"Mecklenburg County Public Health, LAB-SE ST Program",
"Mecklenburg County Public Health, IZ - SE Bridge Events Mobile COIVD",
"Mecklenburg County Public Health, IZ - SE COVID Storage",
"Mecklenburg County Public Health, LAB-BCCCP/Colposcopy",
"Mecklenburg County Public Health, IZ - NW Adult Health",
"Mecklenburg County Public Health, IZ - SE Adult Health",
"Mecklenburg County Public Health, IZ - NW COVID Flu Bridge Access",
"Mecklenburg County Public Health, IZ - NW Immunization Bridge",
"Mecklenburg County Public Health, IZ - Valerie Bridge",
"Mecklenburg County Public Health, IZ - Ella Bridge",
"Mecklenburg County Public Health, IZ - SE COVID Storage Bridge Access",
"Mecklenburg County Public Health, IZ - SE Immunization Bridge",
"Mecklenburg County Public Health, IZ - SE Mobile",
"Mecklenburg County Public Health, IZ - NW Event A",
"Mecklenburg County Public Health, IZ - SE Event A",
"Mecklenburg County Public Health, IZ - SE Event B",
"Mecklenburg County Public Health, IZ - NW TB Program",
"Mecklenburg County Public Health, IZ – NW Refugee Program",
"Mohamad El Kassem, LLC",9547987114.0
"Mohamad El Kassem, LLC, UNIVERSITY HOSPITAL",
"Mohamad El Kassem, LLC, North Broward Medical Center",
